Sitename,Labcode,Longitude,Latitude,Yrs BP,STD
Wadi Howar,x249,27.01,17.36,4720,110
Wadi Howar,x248,27.01,17.36,3915,210
Wadi Howar,x247,27.01,17.36,3825,115
Wadi Howar,x246,27.01,17.36,3540,180
Wadi Howar,x245,27.01,17.36,3140,380
Wadi Howar 1,uz2168,26.92,17.5,4720,110
Wadi Howar Rahib,KN3440,26.95,17.55,3930,120
Wadi Howar Rahib,KN3404,26.95,17.55,6660,70
Wadi Howar Rahib,KN2962,26.95,17.55,5580,60
Wadi Howar Rahib,KN2939,26.95,17.55,5430,140
Wadi Howar Rahib,KN2937,26.95,17.55,7320,75
Wadi Howar Rahib,Hv15589,26.95,17.55,5350,275
Wadi Howar Rahib We,244Hv,26.92,17.5,9280,120
Wadi Hussein,AA319,26.33,19,8910,200
Wadi Karambaru,A3246,26,18.5,9300,160
Wadi Malik,Hv8692,26.03,23.18,7170,210
Wadi Nubie,Y1377,31.5,27.83,8890,160
Wadi Saf Saf,AA4215a,29.08,22.5,5650,130
Wadi Saf Saf,AA1399,29.08,22.5,6030,160
Wadi Saf Saf,AA1141,29.08,22.5,4240,230
Wadi Sahal,KN4036,27.83,20.17,4000,70
Wadi Sahal,KN3330,27.83,20.17,5400,700
Wadi Sahal,KN3190,27.83,20.17,4240,55
Wadi Sahal,KN3189,27.83,20.17,4370,75
Wadi Sahal,KN3177,27.83,20.17,4390,160
Wadi Sahal,KN3171,27.83,20.17,4480,100
Wadi Sahal,KN3147,27.83,20.17,4410,120
Wadi Sahal,KN3145,27.83,20.17,4410,100
Wadi Sahal,KN3144,27.83,20.17,4990,150
Wadi Sahal,KN3101,27.83,20.17,4480,75
Wadi Sahal,KN3083,27.83,20.17,4470,50
Wadi Sahal,KN3081,27.83,20.17,4680,60
Wadi Sahal,KN3013,27.83,20.17,5000,170
Wadi Shati,Gif4574a,14,27.5,4590,90
Wadi Shaw,UtC6535,27.28,20.43,8470,50
Wadi Shaw,KN4333,27.28,20.43,3940,140
Wadi Shaw,KN4332,27.28,20.43,4000,42
Wadi Shaw,KN4331,27.28,20.43,4170,60
Wadi Shaw,KN4327,27.28,20.43,3620,70
Wadi Shaw,KN4282,27.28,20.43,3950,70
Wadi Shaw,KN4281,27.28,20.43,3970,90
Wadi Shaw,KN4188,27.28,20.43,5120,80
Wadi Shaw,KN4103,27.28,20.43,4340,70
Wadi Shaw,KN4030,27.28,20.43,5200,70
Wadi Shaw,KN4021,27.28,20.43,4510,55
Wadi Shaw,KN4020,27.28,20.43,4550,60
Wadi Shaw,KN3854,27.28,20.43,5710,140
Wadi Shaw,KN3592,27.28,20.43,3800,55
Wadi Shaw,KN3460,27.28,20.43,3690,60
Wadi Shaw,KN3441,27.28,20.43,5130,200
Wadi Shaw,KN3439,27.28,20.43,3850,55
Wadi Shaw,KN3438,27.28,20.43,3200,180
Wadi Shaw,KN3437,27.28,20.43,2990,120
Wadi Shaw,KN3415,27.28,20.43,4400,100
Wadi Shaw,KN3414,27.28,20.43,5210,60
Wadi Shaw,KN3413,27.28,20.43,5190,60
Wadi Shaw,KN3411,27.28,20.43,3700,50
Wadi Shaw,KN3403,27.28,20.43,6410,350
Wadi Shaw,KN3397,27.28,20.43,4660,100
Wadi Shaw,KN3362,27.28,20.43,3820,55
Wadi Shaw,KN3360,27.28,20.43,5030,55
Wadi Shaw,KN3356,27.28,20.43,4720,300
Wadi Shaw,KN3354,27.28,20.43,3650,150
Wadi Shaw,KN3353b,27.28,20.43,8600,450
Wadi Shaw,KN3353a,27.28,20.43,8810,450
Wadi Shaw,KN3353,27.28,20.43,6650,450
Wadi Shaw,KN3331,27.28,20.43,5530,180
Wadi Shaw,KN3188,27.28,20.43,4010,60
Wadi Shaw,KN3185,27.28,20.43,3650,120
Wadi Shaw,KN3180a,27.28,20.43,5410,65
Wadi Shaw,KN3180,27.28,20.43,3460,65
Wadi Shaw,KN3178,27.28,20.43,5150,180
Wadi Shaw,KN3172,27.28,20.43,3330,110
Wadi Shaw,KN3170,27.28,20.43,5100,55
Wadi Shaw,KN3169,27.28,20.43,3670,55
Wadi Shaw,KN3148,27.28,20.43,3540,120
Wadi Shaw,KN3146,27.28,20.43,3520,120
Wadi Shaw,KN3143,27.28,20.43,3830,55
Wadi Shaw,KN3139,27.28,20.43,3870,60
Wadi Shaw,KN3138,27.28,20.43,4850,55
Wadi Shaw,KN3105,27.28,20.43,3660,55
Wadi Shaw,KN3100,27.28,20.43,3880,60
Wadi Shaw,KN3099,27.28,20.43,3410,170
Wadi Shaw,KN3091,27.28,20.43,4320,60
Wadi Shaw,KN3088,27.28,20.43,7490,300
Wadi Shaw,KN3087,27.28,20.43,3980,50
Wadi Shaw,KN3086,27.28,20.43,6960,65
Wadi Shaw,KN3084,27.28,20.43,3780,60
Wadi Shaw,KN3082,27.28,20.43,3910,280
Wadi Shaw,KN3080a,27.28,20.43,5730,100
Wadi Shaw,KN3080,27.28,20.43,5030,55
Wadi Shaw,KN3034,27.28,20.43,6550,65
Wadi Shaw,KN3014,27.28,20.43,4140,320
Wadi Shaw Laqiya Ge,KN3877,27.5,20.53,5680,100
Wadi Shaw Laqiya Ge,KN3584,27.5,20.53,5710,100
Wadi Shaw Wadi Sahal,KN3014a,27.33,20.42,4110,100
Wadi Trowan,Hv9204,12.65,26.57,3775,200
Wau el Kebir,Hv5484,16.58,25.5,5430,115
Wau el Kebir,Hv4800,16.58,25.5,5610,320
Wau en Namus,Hv5483,17.58,25.17,5335,140
Wau en Namus,Hv4802,17.58,25.17,7300,130
Wau en Namus,Hv4801,17.58,25.17,6100,110
West Fayum FS1,Beta4181,30.5,29.33,5160,70
West Fayum FS3,Beta4874,30.5,29.33,5475,70
Westend,KN4231,26.69,20.51,5510,80
Westend,KN3652,26.69,20.51,6570,200
Westpans,KN4180,27.55,24.21,7600,250
Westpans,KN3963,27.55,24.21,4900,320
Westpans,KN3885,27.55,24.21,6280,65
Westpans,KN3884,27.55,24.21,6320,350
Westpans,KN3671,27.55,24.21,8700,190
Yardang oasis,Hv3762,18.33,25,2300,145
Yardang oasis,Hv3761,18.33,25,1625,145
Yebbi Bou,H2939-2357,18.08,20.95,8180,70
Youf Aghlal,Gif6144,6.81,22.07,5550,100
Zakiab,T3050b,32.58,15.83,5970,80
Zakiab,T3050,32.58,15.83,5660,80
Zakiab,T2818,32.58,15.83,5360,90
Zakiab,x13050,32.58,15.83,5660,80
Zawiyah,Ly924,12.73,32.67,4690,110
Zawiyah,Ly923,12.73,32.67,5540,250
Zmeilet Barka,Gif177,2.03,29.12,2940,150
Zmeilet Barka,Gif1702,2.03,29.12,7200,180
Zmeilet Barka,Gif1656,2.03,29.12,7700,180
Zmertene,CRG242,10.08,33.25,10100,60
Zoo Baba,Hv14080,13.08,18.22,6725,85
Zoo Baba,Hv14024,13.08,18.22,5370,100
Zoui,Hv4498,17.1,21.67,2065,320
Zoui,Hv4351,17.1,21.67,2080,55
Zoui,Hv3771,17.1,21.67,2130,40
Zoui,Hv3176,17.1,21.67,2770,55
Zouzoudinga,Hv11432,12.12,22.47,2190,65
